disease_number,dx,description,icd_ver
31,K409,"Unilateral inguinal hernia, without obstruction or gangrene",ICD10CM-2020
31,K4090,"Unil inguinal hernia, w/o obst or gangr, not spcf as recur",ICD10CM-2020
31,K4091,"Unilateral inguinal hernia, w/o obst or gangrene, recurrent",ICD10CM-2020
31,K41,Femoral hernia,ICD10CM-2020
31,K410,"Bilateral femoral hernia, with obstruction, without gangrene",ICD10CM-2020
31,K4100,"Bi femoral hernia, w obst, w/o gangrene, not spcf as recur",ICD10CM-2020
31,K4101,"Bilateral femoral hernia, w obst, w/o gangrene, recurrent",ICD10CM-2020
31,K411,"Bilateral femoral hernia, with gangrene",ICD10CM-2020
31,K4110,"Bi femoral hernia, w gangrene, not specified as recurrent",ICD10CM-2020
31,K4111,"Bilateral femoral hernia, with gangrene, recurrent",ICD10CM-2020
31,K412,"Bilateral femoral hernia, without obstruction or gangrene",ICD10CM-2020
31,K4120,"Bi femoral hernia, w/o obst or gangrene, not spcf as recur",ICD10CM-2020
31,K4121,"Bilateral femoral hernia, w/o obst or gangrene, recurrent",ICD10CM-2020
31,K413,"Unilateral femoral hernia, with obstruction, w/o gangrene",ICD10CM-2020
31,K4130,"Unil femoral hernia, w obst, w/o gangrene, not spcf as recur",ICD10CM-2020
31,K4131,"Unilateral femoral hernia, w obst, w/o gangrene, recurrent",ICD10CM-2020
31,K414,"Unilateral femoral hernia, with gangrene",ICD10CM-2020
31,K4140,"Unil femoral hernia, w gangrene, not specified as recurrent",ICD10CM-2020
31,K4141,"Unilateral femoral hernia, with gangrene, recurrent",ICD10CM-2020
31,K419,"Unilateral femoral hernia, without obstruction or gangrene",ICD10CM-2020
31,K4190,"Unil femoral hernia, w/o obst or gangrene, not spcf as recur",ICD10CM-2020
31,K4191,"Unilateral femoral hernia, w/o obst or gangrene, recurrent",ICD10CM-2020
31,K42,Umbilical hernia,ICD10CM-2020
31,K420,"Umbilical hernia with obstruction, without gangrene",ICD10CM-2020
31,K421,Umbilical hernia with gangrene,ICD10CM-2020
31,K429,Umbilical hernia without obstruction or gangrene,ICD10CM-2020
31,K43,Ventral hernia,ICD10CM-2020
31,K430,"Incisional hernia with obstruction, without gangrene",ICD10CM-2020
31,K431,Incisional hernia with gangrene,ICD10CM-2020
31,K432,Incisional hernia without obstruction or gangrene,ICD10CM-2020
31,K433,"Parastomal hernia with obstruction, without gangrene",ICD10CM-2020
31,K434,Parastomal hernia with gangrene,ICD10CM-2020
31,K435,Parastomal hernia without obstruction or gangrene,ICD10CM-2020
31,K436,"Other and unsp ventral hernia with obstruction, w/o gangrene",ICD10CM-2020
31,K437,Other and unspecified ventral hernia with gangrene,ICD10CM-2020
31,K439,Ventral hernia without obstruction or gangrene,ICD10CM-2020
31,K44,Diaphragmatic hernia,ICD10CM-2020
31,K440,"Diaphragmatic hernia with obstruction, without gangrene",ICD10CM-2020
31,K441,Diaphragmatic hernia with gangrene,ICD10CM-2020
31,K449,Diaphragmatic hernia without obstruction or gangrene,ICD10CM-2020
31,K45,Other abdominal hernia,ICD10CM-2020
31,K450,"Oth abdominal hernia with obstruction, without gangrene",ICD10CM-2020
31,K451,Other specified abdominal hernia with gangrene,ICD10CM-2020
31,K458,Oth abdominal hernia without obstruction or gangrene,ICD10CM-2020
31,K46,Unspecified abdominal hernia,ICD10CM-2020
31,K460,"Unsp abdominal hernia with obstruction, without gangrene",ICD10CM-2020
31,K461,Unspecified abdominal hernia with gangrene,ICD10CM-2020
31,K469,Unspecified abdominal hernia without obstruction or gangrene,ICD10CM-2020
32,N00,Acute nephritic syndrome,ICD10CM-2020
32,N000,Acute nephritic syndrome with minor glomerular abnormality,ICD10CM-2020
32,N001,Acute neph syndrome w focal and segmental glomerular lesions,ICD10CM-2020
32,N002,Acute nephritic syndrome w diffuse membranous glomrlneph,ICD10CM-2020
32,N003,Acute neph syndrome w diffuse mesangial prolif glomrlneph,ICD10CM-2020
32,N004,Acute neph syndrome w diffuse endocaplry prolif glomrlneph,ICD10CM-2020
32,N005,Acute nephritic syndrome w diffuse mesangiocap glomrlneph,ICD10CM-2020
32,N006,Acute nephritic syndrome with dense deposit disease,ICD10CM-2020
32,N007,Acute nephritic syndrome w diffuse crescentic glomrlneph,ICD10CM-2020
32,N008,Acute nephritic syndrome with other morphologic changes,ICD10CM-2020
32,N009,Acute nephritic syndrome with unsp morphologic changes,ICD10CM-2020
32,N01,Rapidly progressive nephritic syndrome,ICD10CM-2020
32,N010,Rapidly progr nephritic syndrome w minor glomerular abnlt,ICD10CM-2020
32,N011,Rapidly progr neph synd w focal and seg glomerular lesions,ICD10CM-2020
32,N012,Rapidly progr neph syndrome w diffuse membranous glomrlneph,ICD10CM-2020
32,N013,Rapidly progr neph synd w diffus mesangial prolif glomrlneph,ICD10CM-2020
32,N014,Rapid progr neph synd w diffus endocaplry prolif glomrlneph,ICD10CM-2020
32,N015,Rapidly progr neph syndrome w diffuse mesangiocap glomrlneph,ICD10CM-2020
32,N016,Rapidly progr nephritic syndrome w dense deposit disease,ICD10CM-2020
32,N017,Rapidly progr neph syndrome w diffuse crescentic glomrlneph,ICD10CM-2020
32,N018,Rapidly progr nephritic syndrome w oth morphologic changes,ICD10CM-2020
32,N019,Rapidly progr nephritic syndrome w unsp morphologic changes,ICD10CM-2020
32,N02,Recurrent and persistent hematuria,ICD10CM-2020
32,N020,Recurrent and persistent hematuria w minor glomerular abnlt,ICD10CM-2020
32,N021,Recur and perst hematur w focal and seg glomerular lesions,ICD10CM-2020
32,N022,Recurrent and perst hematur w diffuse membranous glomrlneph,ICD10CM-2020
32,N023,Recur and perst hematur w diffus mesangial prolif glomrlneph,ICD10CM-2020
32,N024,Recur & perst hematur w diffus endocaplry prolif glomrlneph,ICD10CM-2020
32,N025,Recurrent and perst hematur w diffuse mesangiocap glomrlneph,ICD10CM-2020
32,N026,Recurrent and persistent hematuria w dense deposit disease,ICD10CM-2020
32,N027,Recurrent and perst hematur w diffuse crescentic glomrlneph,ICD10CM-2020
32,N028,Recurrent and persistent hematuria w oth morphologic changes,ICD10CM-2020
32,N029,Recurrent and perst hematuria w unsp morphologic changes,ICD10CM-2020
32,N03,Chronic nephritic syndrome,ICD10CM-2020
32,N030,Chronic nephritic syndrome with minor glomerular abnormality,ICD10CM-2020
32,N031,Chronic neph syndrome w focal and seg glomerular lesions,ICD10CM-2020
32,N032,Chronic nephritic syndrome w diffuse membranous glomrlneph,ICD10CM-2020
32,N033,Chronic neph syndrome w diffuse mesangial prolif glomrlneph,ICD10CM-2020
32,N034,Chronic neph syndrome w diffuse endocaplry prolif glomrlneph,ICD10CM-2020
32,N035,Chronic nephritic syndrome w diffuse mesangiocap glomrlneph,ICD10CM-2020
32,N036,Chronic nephritic syndrome with dense deposit disease,ICD10CM-2020
32,N037,Chronic nephritic syndrome w diffuse crescentic glomrlneph,ICD10CM-2020
32,N038,Chronic nephritic syndrome with other morphologic changes,ICD10CM-2020
32,N039,Chronic nephritic syndrome with unsp morphologic changes,ICD10CM-2020
32,N04,Nephrotic syndrome,ICD10CM-2020
32,N040,Nephrotic syndrome with minor glomerular abnormality,ICD10CM-2020
32,N041,Nephrotic syndrome w focal and segmental glomerular lesions,ICD10CM-2020
32,N042,Nephrotic syndrome w diffuse membranous glomerulonephritis,ICD10CM-2020
32,N043,Nephrotic syndrome w diffuse mesangial prolif glomrlneph,ICD10CM-2020
32,N044,Nephrotic syndrome w diffuse endocaplry prolif glomrlneph,ICD10CM-2020
32,N045,Nephrotic syndrome w diffuse mesangiocapillary glomrlneph,ICD10CM-2020
32,N046,Nephrotic syndrome with dense deposit disease,ICD10CM-2020
32,N047,Nephrotic syndrome w diffuse crescentic glomerulonephritis,ICD10CM-2020
32,N048,Nephrotic syndrome with other morphologic changes,ICD10CM-2020
32,N049,Nephrotic syndrome with unspecified morphologic changes,ICD10CM-2020
32,N05,Unspecified nephritic syndrome,ICD10CM-2020
32,N050,Unsp nephritic syndrome with minor glomerular abnormality,ICD10CM-2020
32,N051,Unsp neph syndrome w focal and segmental glomerular lesions,ICD10CM-2020
32,N052,Unsp nephritic syndrome w diffuse membranous glomrlneph,ICD10CM-2020
32,N053,Unsp neph syndrome w diffuse mesangial prolif glomrlneph,ICD10CM-2020
32,N054,Unsp neph syndrome w diffuse endocaplry prolif glomrlneph,ICD10CM-2020
32,N055,Unsp nephritic syndrome w diffuse mesangiocap glomrlneph,ICD10CM-2020
32,N056,Unspecified nephritic syndrome with dense deposit disease,ICD10CM-2020
32,N057,Unsp nephritic syndrome w diffuse crescentic glomrlneph,ICD10CM-2020
32,N058,Unsp nephritic syndrome with other morphologic changes,ICD10CM-2020
32,N059,Unsp nephritic syndrome with unspecified morphologic changes,ICD10CM-2020
32,N06,Isolated proteinuria with specified morphological lesion,ICD10CM-2020
32,N060,Isolated proteinuria with minor glomerular abnormality,ICD10CM-2020
32,N061,Isolated protein w focal and segmental glomerular lesions,ICD10CM-2020
32,N062,Isolated proteinuria w diffuse membranous glomerulonephritis,ICD10CM-2020
32,N063,Isolated proteinuria w diffuse mesangial prolif glomrlneph,ICD10CM-2020
32,N064,Isolated proteinuria w diffuse endocaplry prolif glomrlneph,ICD10CM-2020
32,N065,Isolated proteinuria w diffuse mesangiocapillary glomrlneph,ICD10CM-2020
32,N066,Isolated proteinuria with dense deposit disease,ICD10CM-2020
32,N067,Isolated proteinuria w diffuse crescentic glomerulonephritis,ICD10CM-2020
32,N068,Isolated proteinuria with other morphologic lesion,ICD10CM-2020
32,N069,Isolated proteinuria with unspecified morphologic lesion,ICD10CM-2020
32,N07,"Hereditary nephropathy, not elsewhere classified",ICD10CM-2020
32,N070,"Hereditary nephropathy, NEC w minor glomerular abnormality",ICD10CM-2020
32,N071,"Heredit neuropath, NEC w focal and seg glomerular lesions",ICD10CM-2020
32,N072,"Hereditary nephropathy, NEC w diffuse membranous glomrlneph",ICD10CM-2020
32,N073,"Heredit neuropath, NEC w diffuse mesangial prolif glomrlneph",ICD10CM-2020
32,N074,"Heredit neuropath, NEC w diffus endocaplry prolif glomrlneph",ICD10CM-2020
32,N075,"Hereditary nephropathy, NEC w diffuse mesangiocap glomrlneph",ICD10CM-2020
32,N076,"Hereditary nephropathy, NEC w dense deposit disease",ICD10CM-2020
32,N077,"Hereditary nephropathy, NEC w diffuse crescentic glomrlneph",ICD10CM-2020
32,N078,"Hereditary nephropathy, NEC w oth morphologic lesions",ICD10CM-2020
32,N079,"Hereditary nephropathy, NEC w unsp morphologic lesions",ICD10CM-2020
32,N08,Glomerular disorders in diseases classified elsewhere,ICD10CM-2020
32,N14,Drug- & heavy-metal-induced tubulo-interstitial & tublr cond,ICD10CM-2020
32,N140,Analgesic nephropathy,ICD10CM-2020
32,N141,Nephropathy induced by oth drug/meds/biol subst,ICD10CM-2020
32,N142,"Neuropath induced by unsp drug, medicament or biolg sub",ICD10CM-2020
32,N143,Nephropathy induced by heavy metals,ICD10CM-2020
32,N144,"Toxic nephropathy, not elsewhere classified",ICD10CM-2020
32,N17,Acute kidney failure,ICD10CM-2020
32,N170,Acute kidney failure with tubular necrosis,ICD10CM-2020
32,N171,Acute kidney failure with acute cortical necrosis,ICD10CM-2020
32,N172,Acute kidney failure with medullary necrosis,ICD10CM-2020
32,N178,Other acute kidney failure,ICD10CM-2020
32,N179,"Acute kidney failure, unspecified",ICD10CM-2020
32,N18,Chronic kidney disease (CKD),ICD10CM-2020
32,N181,"Chronic kidney disease, stage 1",ICD10CM-2020
32,N182,"Chronic kidney disease, stage 2 (mild)",ICD10CM-2020
32,N183,"Chronic kidney disease, stage 3 (moderate)",ICD10CM-2020
32,N184,"Chronic kidney disease, stage 4 (severe)",ICD10CM-2020
32,N185,"Chronic kidney disease, stage 5",ICD10CM-2020
32,N186,End stage renal disease,ICD10CM-2020
32,N189,"Chronic kidney disease, unspecified",ICD10CM-2020
32,N19,Unspecified kidney failure,ICD10CM-2020
32,N25,Disorders resulting from impaired renal tubular function,ICD10CM-2020
32,N250,Renal osteodystrophy,ICD10CM-2020
32,N251,Nephrogenic diabetes insipidus,ICD10CM-2020
32,N258,Oth disorders resulting from impaired renal tubular function,ICD10CM-2020
32,N2581,Secondary hyperparathyroidism of renal origin,ICD10CM-2020
32,N2589,Oth disorders resulting from impaired renal tubular function,ICD10CM-2020
32,N259,"Disorder rslt from impaired renal tubular function, unsp",ICD10CM-2020
32,N261,Atrophy of kidney (terminal),ICD10CM-2020
32,N269,"Renal sclerosis, unspecified",ICD10CM-2020
32,N27,Small kidney of unknown cause,ICD10CM-2020
32,N270,"Small kidney, unilateral",ICD10CM-2020
32,N271,"Small kidney, bilateral",ICD10CM-2020
32,N279,"Small kidney, unspecified",ICD10CM-2020
33,N10,Acute pyelonephritis,ICD10CM-2020
33,N11,Chronic tubulo-interstitial nephritis,ICD10CM-2020
33,N110,Nonobstructive reflux-associated chronic pyelonephritis,ICD10CM-2020
33,N111,Chronic obstructive pyelonephritis,ICD10CM-2020
33,N118,Other chronic tubulo-interstitial nephritis,ICD10CM-2020
33,N119,"Chronic tubulo-interstitial nephritis, unspecified",ICD10CM-2020
33,N12,"Tubulo-interstitial nephritis, not spcf as acute or chronic",ICD10CM-2020
33,N13,Obstructive and reflux uropathy,ICD10CM-2020
33,N130,Hydronephrosis with ureteropelvic junction obstruction,ICD10CM-2020
33,N131,"Hydronephrosis w ureteral stricture, NEC",ICD10CM-2020
33,N132,Hydronephrosis with renal and ureteral calculous obstruction,ICD10CM-2020
33,N133,Other and unspecified hydronephrosis,ICD10CM-2020
33,N1330,Unspecified hydronephrosis,ICD10CM-2020
33,N1339,Other hydronephrosis,ICD10CM-2020
33,N134,Hydroureter,ICD10CM-2020
33,N135,Crossing vessel and stricture of ureter w/o hydronephrosis,ICD10CM-2020
33,N136,Pyonephrosis,ICD10CM-2020
33,N137,Vesicoureteral-reflux,ICD10CM-2020
33,N1370,"Vesicoureteral-reflux, unspecified",ICD10CM-2020
33,N1371,Vesicoureteral-reflux without reflux nephropathy,ICD10CM-2020
33,N1372,Vesicoureteral-reflux w reflux nephropathy w/o hydroureter,ICD10CM-2020
33,N13721,"Vesicoureter-reflux w reflux neuropath w/o hydrourt, unil",ICD10CM-2020
33,N13722,"Vesicoureter-reflux w reflux neuropath w/o hydrourt, bi",ICD10CM-2020
33,N13729,"Vesicoureter-reflux w reflux nephropathy w/o hydrourt, unsp",ICD10CM-2020
33,N1373,Vesicoureteral-reflux w reflux nephropathy with hydroureter,ICD10CM-2020
33,N13731,"Vesicoureter-reflux w reflux neuropath w hydrourt, unil",ICD10CM-2020
33,N13732,"Vesicoureter-reflux w reflux neuropath w hydrourt, bilateral",ICD10CM-2020
33,N13739,"Vesicoureter-reflux w reflux nephropathy w hydroureter, unsp",ICD10CM-2020
33,N138,Other obstructive and reflux uropathy,ICD10CM-2020
33,N139,"Obstructive and reflux uropathy, unspecified",ICD10CM-2020
33,N15,Other renal tubulo-interstitial diseases,ICD10CM-2020
33,N150,Balkan nephropathy,ICD10CM-2020
33,N151,Renal and perinephric abscess,ICD10CM-2020
33,N158,Other specified renal tubulo-interstitial diseases,ICD10CM-2020
33,N159,"Renal tubulo-interstitial disease, unspecified",ICD10CM-2020
33,N16,Renal tubulo-interstitial disord in diseases classd elswhr,ICD10CM-2020
33,N20,Calculus of kidney and ureter,ICD10CM-2020
33,N200,Calculus of kidney,ICD10CM-2020
33,N201,Calculus of ureter,ICD10CM-2020
33,N202,Calculus of kidney with calculus of ureter,ICD10CM-2020
33,N209,"Urinary calculus, unspecified",ICD10CM-2020
33,N21,Calculus of lower urinary tract,ICD10CM-2020
33,N210,Calculus in bladder,ICD10CM-2020
33,N211,Calculus in urethra,ICD10CM-2020
33,N218,Other lower urinary tract calculus,ICD10CM-2020
33,N219,"Calculus of lower urinary tract, unspecified",ICD10CM-2020
33,N22,Calculus of urinary tract in diseases classified elsewhere,ICD10CM-2020
33,N28,"Oth disorders of kidney and ureter, not elsewhere classified",ICD10CM-2020
33,N280,Ischemia and infarction of kidney,ICD10CM-2020
33,N281,"Cyst of kidney, acquired",ICD10CM-2020
33,N288,Other specified disorders of kidney and ureter,ICD10CM-2020
33,N2881,Hypertrophy of kidney,ICD10CM-2020
33,N2882,Megaloureter,ICD10CM-2020
33,N2883,Nephroptosis,ICD10CM-2020
33,N2884,Pyelitis cystica,ICD10CM-2020
33,N2885,Pyeloureteritis cystica,ICD10CM-2020
33,N2886,Ureteritis cystica,ICD10CM-2020
33,N2889,Other specified disorders of kidney and ureter,ICD10CM-2020
33,N289,"Disorder of kidney and ureter, unspecified",ICD10CM-2020
33,N29,Oth disorders of kidney and ureter in diseases classd elswhr,ICD10CM-2020
33,N30,Cystitis,ICD10CM-2020
33,N300,Acute cystitis,ICD10CM-2020
33,N3000,Acute cystitis without hematuria,ICD10CM-2020
33,N3001,Acute cystitis with hematuria,ICD10CM-2020
33,N301,Interstitial cystitis (chronic),ICD10CM-2020
33,N3010,Interstitial cystitis (chronic) without hematuria,ICD10CM-2020
33,N3011,Interstitial cystitis (chronic) with hematuria,ICD10CM-2020
33,N302,Other chronic cystitis,ICD10CM-2020
33,N3020,Other chronic cystitis without hematuria,ICD10CM-2020
33,N3021,Other chronic cystitis with hematuria,ICD10CM-2020
33,N303,Trigonitis,ICD10CM-2020
33,N3030,Trigonitis without hematuria,ICD10CM-2020
33,N3031,Trigonitis with hematuria,ICD10CM-2020
33,N304,Irradiation cystitis,ICD10CM-2020
33,N3040,Irradiation cystitis without hematuria,ICD10CM-2020
33,N3041,Irradiation cystitis with hematuria,ICD10CM-2020
33,N308,Other cystitis,ICD10CM-2020
33,N3080,Other cystitis without hematuria,ICD10CM-2020
33,N3081,Other cystitis with hematuria,ICD10CM-2020
33,N309,"Cystitis, unspecified",ICD10CM-2020
33,N3090,"Cystitis, unspecified without hematuria",ICD10CM-2020
33,N3091,"Cystitis, unspecified with hematuria",ICD10CM-2020
33,N31,"Neuromuscular dysfunction of bladder, NEC",ICD10CM-2020
33,N310,"Uninhibited neuropathic bladder, not elsewhere classified",ICD10CM-2020
33,N311,"Reflex neuropathic bladder, not elsewhere classified",ICD10CM-2020
33,N312,"Flaccid neuropathic bladder, not elsewhere classified",ICD10CM-2020
33,N318,Other neuromuscular dysfunction of bladder,ICD10CM-2020
33,N319,"Neuromuscular dysfunction of bladder, unspecified",ICD10CM-2020
33,N32,Other disorders of bladder,ICD10CM-2020
33,N320,Bladder-neck obstruction,ICD10CM-2020
33,N321,Vesicointestinal fistula,ICD10CM-2020
33,N322,"Vesical fistula, not elsewhere classified",ICD10CM-2020
33,N323,Diverticulum of bladder,ICD10CM-2020
33,N328,Other specified disorders of bladder,ICD10CM-2020
33,N3281,Overactive bladder,ICD10CM-2020
33,N3289,Other specified disorders of bladder,ICD10CM-2020
33,N329,"Bladder disorder, unspecified",ICD10CM-2020
33,N33,Bladder disorders in diseases classified elsewhere,ICD10CM-2020
33,N34,Urethritis and urethral syndrome,ICD10CM-2020
33,N340,Urethral abscess,ICD10CM-2020
33,N341,Nonspecific urethritis,ICD10CM-2020
33,N342,Other urethritis,ICD10CM-2020
33,N343,"Urethral syndrome, unspecified",ICD10CM-2020
33,N35,Urethral stricture,ICD10CM-2020
33,N350,Post-traumatic urethral stricture,ICD10CM-2020
33,N3501,"Post-traumatic urethral stricture, male",ICD10CM-2020
33,N35010,"Post-traumatic urethral stricture, male, meatal",ICD10CM-2020
33,N35011,Post-traumatic bulbous urethral stricture,ICD10CM-2020
33,N35012,Post-traumatic membranous urethral stricture,ICD10CM-2020
33,N35013,Post-traumatic anterior urethral stricture,ICD10CM-2020
33,N35014,"Post-traumatic urethral stricture, male, unspecified",ICD10CM-2020
33,N35016,"Post-traumatic urethral stricture, male, overlapping sites",ICD10CM-2020
33,N3502,"Post-traumatic urethral stricture, female",ICD10CM-2020
33,N35021,Urethral stricture due to childbirth,ICD10CM-2020
33,N35028,"Other post-traumatic urethral stricture, female",ICD10CM-2020
33,N351,"Postinfective urethral stricture, not elsewhere classified",ICD10CM-2020
33,N3511,"Postinfective urethral stricture, NEC, male",ICD10CM-2020
33,N35111,"Postinfective urethral stricture, NEC, male, meatal",ICD10CM-2020
33,N35112,"Postinfective bulbous urethral stricture, NEC, male",ICD10CM-2020
33,N35113,"Postinfective membranous urethral stricture, NEC, male",ICD10CM-2020
33,N35114,"Postinfective anterior urethral stricture, NEC, male",ICD10CM-2020
33,N35116,"Postinfective urethral stricture, NEC, male, ovrlp sites",ICD10CM-2020
33,N35119,"Postinfective urethral stricture, NEC, male, unsp",ICD10CM-2020
33,N3512,"Postinfective urethral stricture, NEC, female",ICD10CM-2020
33,N358,Other urethral stricture,ICD10CM-2020
33,N3581,"Other urethral stricture, male",ICD10CM-2020
33,N35811,"Other urethral stricture, male, meatal",ICD10CM-2020
33,N35812,"Other urethral bulbous stricture, male",ICD10CM-2020
33,N35813,"Other membranous urethral stricture, male",ICD10CM-2020
33,N35814,"Other anterior urethral stricture, male",ICD10CM-2020
33,N35816,"Other urethral stricture, male, overlapping sites",ICD10CM-2020
33,N35819,"Other urethral stricture, male, unspecified site",ICD10CM-2020
33,N3582,"Other urethral stricture, female",ICD10CM-2020
33,N359,"Urethral stricture, unspecified",ICD10CM-2020
33,N3591,"Urethral stricture, unspecified, male",ICD10CM-2020
33,N35911,"Unspecified urethral stricture, male, meatal",ICD10CM-2020
33,N35912,"Unspecified bulbous urethral stricture, male",ICD10CM-2020
33,N35913,"Unspecified membranous urethral stricture, male",ICD10CM-2020
33,N35914,"Unspecified anterior urethral stricture, male",ICD10CM-2020
33,N35916,"Unspecified urethral stricture, male, overlapping sites",ICD10CM-2020
33,N35919,"Unspecified urethral stricture, male, unspecified site",ICD10CM-2020
33,N3592,"Unspecified urethral stricture, female",ICD10CM-2020
33,N36,Other disorders of urethra,ICD10CM-2020
33,N360,Urethral fistula,ICD10CM-2020
33,N361,Urethral diverticulum,ICD10CM-2020
33,N362,Urethral caruncle,ICD10CM-2020
33,N364,Urethral functional and muscular disorders,ICD10CM-2020
33,N3641,Hypermobility of urethra,ICD10CM-2020
33,N3642,Intrinsic sphincter deficiency (ISD),ICD10CM-2020
33,N3643,Combined hypermobility of urethra and intrns sphincter defic,ICD10CM-2020
33,N3644,Muscular disorders of urethra,ICD10CM-2020
33,N365,Urethral false passage,ICD10CM-2020
33,N368,Other specified disorders of urethra,ICD10CM-2020
33,N369,"Urethral disorder, unspecified",ICD10CM-2020
33,N37,Urethral disorders in diseases classified elsewhere,ICD10CM-2020
33,N39,Other disorders of urinary system,ICD10CM-2020
33,N390,"Urinary tract infection, site not specified",ICD10CM-2020
33,N398,Other specified disorders of urinary system,ICD10CM-2020
33,N399,"Disorder of urinary system, unspecified",ICD10CM-2020
34,N40,Benign prostatic hyperplasia,ICD10CM-2020
34,N400,Benign prostatic hyperplasia without lower urinry tract symp,ICD10CM-2020
34,N401,Benign prostatic hyperplasia with lower urinary tract symp,ICD10CM-2020
34,N402,Nodular prostate without lower urinary tract symptoms,ICD10CM-2020
34,N403,Nodular prostate with lower urinary tract symptoms,ICD10CM-2020
34,N41,Inflammatory diseases of prostate,ICD10CM-2020
34,N410,Acute prostatitis,ICD10CM-2020
34,N411,Chronic prostatitis,ICD10CM-2020
34,N412,Abscess of prostate,ICD10CM-2020
34,N413,Prostatocystitis,ICD10CM-2020
34,N414,Granulomatous prostatitis,ICD10CM-2020
34,N418,Other inflammatory diseases of prostate,ICD10CM-2020
34,N419,"Inflammatory disease of prostate, unspecified",ICD10CM-2020
34,N42,Other and unspecified disorders of prostate,ICD10CM-2020
34,N420,Calculus of prostate,ICD10CM-2020
34,N421,Congestion and hemorrhage of prostate,ICD10CM-2020
34,N423,Dysplasia of prostate,ICD10CM-2020
34,N4230,Unspecified dysplasia of prostate,ICD10CM-2020
34,N4231,Prostatic intraepithelial neoplasia,ICD10CM-2020
34,N4232,Atypical small acinar proliferation of prostate,ICD10CM-2020
34,N4239,Other dysplasia of prostate,ICD10CM-2020
34,N428,Other specified disorders of prostate,ICD10CM-2020
34,N4281,Prostatodynia syndrome,ICD10CM-2020
34,N4282,Prostatosis syndrome,ICD10CM-2020
34,N4283,Cyst of prostate,ICD10CM-2020
34,N4289,Other specified disorders of prostate,ICD10CM-2020
34,N429,"Disorder of prostate, unspecified",ICD10CM-2020
34,N43,Hydrocele and spermatocele,ICD10CM-2020
34,N430,Encysted hydrocele,ICD10CM-2020
34,N431,Infected hydrocele,ICD10CM-2020
34,N432,Other hydrocele,ICD10CM-2020
34,N433,"Hydrocele, unspecified",ICD10CM-2020
34,N434,Spermatocele of epididymis,ICD10CM-2020
34,N4340,"Spermatocele of epididymis, unspecified",ICD10CM-2020
34,N4341,"Spermatocele of epididymis, single",ICD10CM-2020
34,N4342,"Spermatocele of epididymis, multiple",ICD10CM-2020
34,N44,Noninflammatory disorders of testis,ICD10CM-2020
34,N440,Torsion of testis,ICD10CM-2020
34,N4400,"Torsion of testis, unspecified",ICD10CM-2020
34,N4401,Extravaginal torsion of spermatic cord,ICD10CM-2020
34,N4402,Intravaginal torsion of spermatic cord,ICD10CM-2020
34,N4403,Torsion of appendix testis,ICD10CM-2020
34,N4404,Torsion of appendix epididymis,ICD10CM-2020
34,N441,Cyst of tunica albuginea testis,ICD10CM-2020
34,N442,Benign cyst of testis,ICD10CM-2020
34,N448,Other noninflammatory disorders of the testis,ICD10CM-2020
34,N45,Orchitis and epididymitis,ICD10CM-2020
34,N451,Epididymitis,ICD10CM-2020
34,N452,Orchitis,ICD10CM-2020
34,N453,Epididymo-orchitis,ICD10CM-2020
34,N454,Abscess of epididymis or testis,ICD10CM-2020
34,N46,Male infertility,ICD10CM-2020
34,N460,Azoospermia,ICD10CM-2020
34,N4601,Organic azoospermia,ICD10CM-2020
34,N4602,Azoospermia due to extratesticular causes,ICD10CM-2020
34,N46021,Azoospermia due to drug therapy,ICD10CM-2020
34,N46022,Azoospermia due to infection,ICD10CM-2020
34,N46023,Azoospermia due to obstruction of efferent ducts,ICD10CM-2020
34,N46024,Azoospermia due to radiation,ICD10CM-2020
34,N46025,Azoospermia due to systemic disease,ICD10CM-2020
34,N46029,Azoospermia due to other extratesticular causes,ICD10CM-2020
34,N461,Oligospermia,ICD10CM-2020
34,N4611,Organic oligospermia,ICD10CM-2020
34,N4612,Oligospermia due to extratesticular causes,ICD10CM-2020
34,N46121,Oligospermia due to drug therapy,ICD10CM-2020
34,N46122,Oligospermia due to infection,ICD10CM-2020
34,N46123,Oligospermia due to obstruction of efferent ducts,ICD10CM-2020
34,N46124,Oligospermia due to radiation,ICD10CM-2020
34,N46125,Oligospermia due to systemic disease,ICD10CM-2020
34,N46129,Oligospermia due to other extratesticular causes,ICD10CM-2020
34,N468,Other male infertility,ICD10CM-2020
34,N469,"Male infertility, unspecified",ICD10CM-2020
34,N47,Disorders of prepuce,ICD10CM-2020
34,N470,"Adherent prepuce, newborn",ICD10CM-2020
34,N471,Phimosis,ICD10CM-2020
34,N472,Paraphimosis,ICD10CM-2020
34,N473,Deficient foreskin,ICD10CM-2020
34,N474,Benign cyst of prepuce,ICD10CM-2020
34,N475,Adhesions of prepuce and glans penis,ICD10CM-2020
34,N476,Balanoposthitis,ICD10CM-2020
34,N477,Other inflammatory diseases of prepuce,ICD10CM-2020
34,N478,Other disorders of prepuce,ICD10CM-2020
34,N48,Other disorders of penis,ICD10CM-2020
34,N480,Leukoplakia of penis,ICD10CM-2020
34,N481,Balanitis,ICD10CM-2020
34,N482,Other inflammatory disorders of penis,ICD10CM-2020
34,N4821,Abscess of corpus cavernosum and penis,ICD10CM-2020
34,N4822,Cellulitis of corpus cavernosum and penis,ICD10CM-2020
34,N4829,Other inflammatory disorders of penis,ICD10CM-2020
