disease_number,dx,description,icd_ver
19,3600,purulent endophthalmitis*,ICD9CM-V32
19,36000,purulent endophthalm nos,ICD9CM-V32
19,36001,acute endophthalmitis,ICD9CM-V32
19,36002,panophthalmitis,ICD9CM-V32
19,36003,chronic endophthalmitis,ICD9CM-V32
19,36004,vitreous abscess,ICD9CM-V32
19,3601,other endophthalmitis*,ICD9CM-V32
19,36011,sympathetic uveitis,ICD9CM-V32
19,36012,panuveitis,ICD9CM-V32
19,36013,parasitic endophthal nos,ICD9CM-V32
19,36014,ophthalmia nodosa,ICD9CM-V32
19,36019,endophthalmitis nec,ICD9CM-V32
19,3602,degenerative globe dis*,ICD9CM-V32
19,36020,degenerat globe dis nos,ICD9CM-V32
19,36021,progressive high myopia,ICD9CM-V32
19,36023,siderosis,ICD9CM-V32
19,36024,"other metallosis, eye",ICD9CM-V32
19,36029,degenerative globe nec,ICD9CM-V32
19,3603,hypotony of eye*,ICD9CM-V32
19,36030,"hypotony nos, eye",ICD9CM-V32
19,36031,primary hypotony,ICD9CM-V32
19,36032,hypotony due to fistula,ICD9CM-V32
19,36033,hypotony w eye dis nec,ICD9CM-V32
19,36034,flat anterior chamber,ICD9CM-V32
19,3604,degeneration of eye*,ICD9CM-V32
19,36040,degeneration of eye nos,ICD9CM-V32
19,36041,blind hypotensive eye,ICD9CM-V32
19,36042,blind hypertensive eye,ICD9CM-V32
19,36043,hemophthalmos,ICD9CM-V32
19,36044,leucocoria,ICD9CM-V32
19,3605,"old magnet fb, eye*",ICD9CM-V32
19,36050,"old magnet fb, eye nos",ICD9CM-V32
19,36051,"old magnet fb, ant chamb",ICD9CM-V32
19,36052,"old magnet fb, iris",ICD9CM-V32
19,36053,"old magnet fb, lens",ICD9CM-V32
19,36054,"old magnet fb, vitreous",ICD9CM-V32
19,36055,"old magnet fb, post wall",ICD9CM-V32
19,36059,"old magnet fb, eye nec",ICD9CM-V32
19,3606,old foreign body eye nos*,ICD9CM-V32
19,36060,intraocular fb nos,ICD9CM-V32
19,36061,fb in anterior chamber,ICD9CM-V32
19,36062,fb in iris or ciliary,ICD9CM-V32
19,36063,foreign body in lens,ICD9CM-V32
19,36064,foreign body in vitreous,ICD9CM-V32
19,36065,fb in posterior wall,ICD9CM-V32
19,36069,intraocular fb nec,ICD9CM-V32
19,3608,oth disorders of globe*,ICD9CM-V32
19,36081,luxation of globe,ICD9CM-V32
19,36089,disorder of globe nec,ICD9CM-V32
19,3609,disorder of globe nos,ICD9CM-V32
19,361,retinal detachment*,ICD9CM-V32
19,3610,retinal detach w defect*,ICD9CM-V32
19,36100,detachmnt w defect nos,ICD9CM-V32
19,36101,part detach-singl defec,ICD9CM-V32
19,36102,part detach-mult defect,ICD9CM-V32
19,36103,part detach-giant tear,ICD9CM-V32
19,36104,part detach-dialysis,ICD9CM-V32
19,36105,"recent detachment, total",ICD9CM-V32
19,36106,"old detachment, partial",ICD9CM-V32
19,36107,"old detachment, total",ICD9CM-V32
19,3611,retinoschisis*,ICD9CM-V32
19,36110,retinoschisis nos,ICD9CM-V32
19,36111,flat retinoschisis,ICD9CM-V32
19,36112,bullous retinoschisis,ICD9CM-V32
19,36113,primary retinal cysts,ICD9CM-V32
19,36114,secondary retinal cysts,ICD9CM-V32
19,36119,retinoshisis or cyst nec,ICD9CM-V32
19,3612,serous retina detachment,ICD9CM-V32
19,3613,retina defect w/o detach*,ICD9CM-V32
19,36130,retinal defect nos,ICD9CM-V32
19,36131,round hole of retina,ICD9CM-V32
19,36132,horseshoe tear of retina,ICD9CM-V32
19,36133,mult defects of retina,ICD9CM-V32
19,3618,other retinal detachment*,ICD9CM-V32
19,36181,retinal traction detach,ICD9CM-V32
19,36189,retinal detachment nec,ICD9CM-V32
19,3619,retinal detachment nos,ICD9CM-V32
19,362,retinal disorders nec*,ICD9CM-V32
19,3620,diabetic retinopathy*,ICD9CM-V32
19,36201,diabetic retinopathy nos,ICD9CM-V32
19,36202,prolif diab retinopathy,ICD9CM-V32
19,36203,nonprolf db retnoph nos,ICD9CM-V32
19,36204,mild nonprolf db retnoph,ICD9CM-V32
19,36205,mod nonprolf db retinoph,ICD9CM-V32
19,36206,sev nonprolf db retinoph,ICD9CM-V32
19,36207,diabetic macular edema,ICD9CM-V32
19,3621,backgrnd retinopathy nec*,ICD9CM-V32
19,36210,backgrnd retinopathy nos,ICD9CM-V32
19,36211,hypertensive retinopathy,ICD9CM-V32
19,36212,exudative retinopathy,ICD9CM-V32
19,36213,retinal vascular changes,ICD9CM-V32
19,36214,retina microaneurysm nos,ICD9CM-V32
19,36215,retinal telangiectasia,ICD9CM-V32
19,36216,retinal neovascular nos,ICD9CM-V32
19,36217,retinal varices,ICD9CM-V32
19,36218,retinal vasculitis,ICD9CM-V32
19,3622,oth prolif retinopathy*,ICD9CM-V32
19,36220,retinoph prematurity nos,ICD9CM-V32
19,36221,retrolental fibroplasia,ICD9CM-V32
19,36222,"retinoph prematr,stage 0",ICD9CM-V32
19,36223,"retinoph prematr,stage 1",ICD9CM-V32
19,36224,"retinoph prematr,stage 2",ICD9CM-V32
19,36225,"retinoph prematr,stage 3",ICD9CM-V32
19,36226,retinoph prematr.stage 4,ICD9CM-V32
19,36227,"retinoph prematr,stage 5",ICD9CM-V32
19,36229,prolif retinopathy nec,ICD9CM-V32
19,3623,retinal vasc occlusion*,ICD9CM-V32
19,36230,retinal vasc occlus nos,ICD9CM-V32
19,36231,cent retina artery occlu,ICD9CM-V32
19,36232,arterial branch occlus,ICD9CM-V32
19,36233,part arterial occlusion,ICD9CM-V32
19,36234,transient arterial occlu,ICD9CM-V32
19,36235,cent retinal vein occlus,ICD9CM-V32
19,36236,venous tributary occlus,ICD9CM-V32
19,36237,retina venous engorgemnt,ICD9CM-V32
19,3624,retina layer separation*,ICD9CM-V32
19,36240,retina layer separat nos,ICD9CM-V32
19,36241,cent serous retinopathy,ICD9CM-V32
19,36242,serous detach pigm epith,ICD9CM-V32
19,36243,hem detach pigmnt epith,ICD9CM-V32
19,3625,degeneration of macula*,ICD9CM-V32
19,36250,macular degeneration nos,ICD9CM-V32
19,36251,nonexudat macular degen,ICD9CM-V32
19,36252,exudative macular degen,ICD9CM-V32
19,36253,cystoid macular degen,ICD9CM-V32
19,36254,macular cyst or hole,ICD9CM-V32
19,36255,toxic maculopathy,ICD9CM-V32
19,36256,macular puckering,ICD9CM-V32
19,36257,drusen (degenerative),ICD9CM-V32
19,3626,periph retina degen*,ICD9CM-V32
19,36260,periph retina degen nos,ICD9CM-V32
19,36261,paving stone degenerat,ICD9CM-V32
19,36262,microcystoid degenerat,ICD9CM-V32
19,36263,lattice degeneration,ICD9CM-V32
19,36264,senile reticular degen,ICD9CM-V32
19,36265,secondry pigment degen,ICD9CM-V32
19,36266,sec vitreoretina degen,ICD9CM-V32
19,3627,hered retinal dystrophy*,ICD9CM-V32
19,36270,hered retin dystrphy nos,ICD9CM-V32
19,36271,ret dystrph in lipidoses,ICD9CM-V32
19,36272,ret dystrph in syst dis,ICD9CM-V32
19,36273,vitreoretinal dystrophy,ICD9CM-V32
19,36274,pigment retina dystrophy,ICD9CM-V32
19,36275,sensory retina dystrophy,ICD9CM-V32
19,36276,vitelliform dystrophy,ICD9CM-V32
19,36277,bruch membrane dystrophy,ICD9CM-V32
19,3628,other retinal disorders*,ICD9CM-V32
19,36281,retinal hemorrhage,ICD9CM-V32
19,36282,retina exudates/deposits,ICD9CM-V32
19,36283,retinal edema,ICD9CM-V32
19,36284,retinal ischemia,ICD9CM-V32
19,36285,retinal nerv fiber defec,ICD9CM-V32
19,36289,retinal disorders nec,ICD9CM-V32
19,3629,retinal disorder nos,ICD9CM-V32
19,363,choroidal disorders*,ICD9CM-V32
19,3630,focal chorioretinitis*,ICD9CM-V32
19,36300,focal chorioretinit nos,ICD9CM-V32
19,36301,juxtapap foc choroiditis,ICD9CM-V32
19,36303,foc choroiditis post nec,ICD9CM-V32
19,36304,periph focal choroiditis,ICD9CM-V32
19,36305,juxtapap focal retinitis,ICD9CM-V32
19,36306,macular focal retinitis,ICD9CM-V32
19,36307,foc retinitis post nec,ICD9CM-V32
19,36308,periph focal retinitis,ICD9CM-V32
19,3631,dissemin chorioretinitis*,ICD9CM-V32
19,36310,dissem chorioretinit nos,ICD9CM-V32
19,36311,"dissem choroiditis, post",ICD9CM-V32
19,36312,periph disem choroiditis,ICD9CM-V32
19,36313,gen dissem choroiditis,ICD9CM-V32
19,36314,metastat dissem retinit,ICD9CM-V32
19,36315,pigment epitheliopathy,ICD9CM-V32
19,3632,chorioretinitis nec/nos*,ICD9CM-V32
19,36320,chorioretinitis nos,ICD9CM-V32
19,36321,pars planitis,ICD9CM-V32
19,36322,harada's disease,ICD9CM-V32
19,3633,chorioretinal scars*,ICD9CM-V32
19,36330,chorioretinal scar nos,ICD9CM-V32
19,36331,solar retinopathy,ICD9CM-V32
19,36332,macular scars nec,ICD9CM-V32
19,36333,posterior pole scar nec,ICD9CM-V32
19,36334,peripheral retinal scars,ICD9CM-V32
19,36335,disseminated retina scar,ICD9CM-V32
19,3634,choroidal degenerations*,ICD9CM-V32
19,36340,choroidal degen nos,ICD9CM-V32
19,36341,"senile atrophy, choroid",ICD9CM-V32
19,36342,difus sec atroph choroid,ICD9CM-V32
19,36343,"angioid streaks, choroid",ICD9CM-V32
19,3635,hered choroid dystrophy*,ICD9CM-V32
19,36350,hered choroid atroph nos,ICD9CM-V32
19,36351,prt circmpap choroid dys,ICD9CM-V32
19,36352,tot circmpap choroid dys,ICD9CM-V32
19,36353,part cent choroid dystr,ICD9CM-V32
19,36354,tot cent choroid atrophy,ICD9CM-V32
19,36355,choroideremia,ICD9CM-V32
19,36356,prt gen choroid dyst nec,ICD9CM-V32
19,36357,tot gen choroid dyst nec,ICD9CM-V32
19,3636,choroidal hemorr/rupture*,ICD9CM-V32
19,36361,choroidal hemorrhage nos,ICD9CM-V32
19,36362,expulsive choroid hemorr,ICD9CM-V32
19,36363,choroidal rupture,ICD9CM-V32
19,3637,choroidal detachment*,ICD9CM-V32
19,36370,choroidal detachment nos,ICD9CM-V32
19,36371,serous choroid detachmnt,ICD9CM-V32
19,36372,hemorr choroid detachmnt,ICD9CM-V32
19,3638,disorders of choroid nec,ICD9CM-V32
19,3639,choroidal disorder nos,ICD9CM-V32
19,364,iris/ciliary body dis*,ICD9CM-V32
19,3640,acute iridocyclitis*,ICD9CM-V32
19,36400,acute iridocyclitis nos,ICD9CM-V32
19,36401,primary iridocyclitis,ICD9CM-V32
19,36402,recurrent iridocyclitis,ICD9CM-V32
19,36403,"secondry iritis, infect",ICD9CM-V32
19,36404,"second iritis, noninfec",ICD9CM-V32
19,36405,hypopyon,ICD9CM-V32
19,3641,chronic iridocyclitis*,ICD9CM-V32
19,36410,chr iridocyclitis nos,ICD9CM-V32
19,36411,chr iridocyl in oth dis,ICD9CM-V32
19,3642,iridocyclitis nec*,ICD9CM-V32
19,36421,fuch hetrochrom cyclitis,ICD9CM-V32
19,36422,glaucomatocyclit crises,ICD9CM-V32
19,36423,lens-induced iridocyclit,ICD9CM-V32
19,36424,vogt-koyanagi syndrome,ICD9CM-V32
19,3643,iridocyclitis nos,ICD9CM-V32
19,3644,vasculr dis iris/ciliary*,ICD9CM-V32
19,36441,hyphema,ICD9CM-V32
19,36442,rubeosis iridis,ICD9CM-V32
19,3645,degenerat iris/ciliary*,ICD9CM-V32
19,36451,progressive iris atrophy,ICD9CM-V32
19,36452,iridoschisis,ICD9CM-V32
19,36453,pigment iris degenerat,ICD9CM-V32
19,36454,pupillary margin degen,ICD9CM-V32
19,36455,miotic cyst pupil margin,ICD9CM-V32
19,36456,degen chamber angle,ICD9CM-V32
19,36457,degen ciliary body,ICD9CM-V32
19,36459,iris atrophy nec,ICD9CM-V32
19,3646,anterior chamber cysts*,ICD9CM-V32
19,36460,idiopathic cysts,ICD9CM-V32
19,36461,implantation cysts,ICD9CM-V32
19,36462,exud cyst iris/ant chamb,ICD9CM-V32
19,36463,primary cyst pars plana,ICD9CM-V32
19,36464,exudat cyst pars plana,ICD9CM-V32
19,3647,adhesn iris/ciliary body*,ICD9CM-V32
19,36470,adhesions of iris nos,ICD9CM-V32
19,36471,posterior synechiae,ICD9CM-V32
19,36472,anterior synechiae,ICD9CM-V32
19,36473,goniosynechiae,ICD9CM-V32
19,36474,pupillary membranes,ICD9CM-V32
19,36475,pupillary abnormalities,ICD9CM-V32
19,36476,iridodialysis,ICD9CM-V32
19,36477,"recession, chamber angle",ICD9CM-V32
19,3648,iris/ciliary dis nec#,ICD9CM-V32
19,36481,floppy iris syndrome,ICD9CM-V32
19,36482,plateau iris syndrome,ICD9CM-V32
19,36489,iris/ciliary disord nec,ICD9CM-V32
19,3649,iris/ciliary dis nos,ICD9CM-V32
19,365,glaucoma*,ICD9CM-V32
19,3650,borderline glaucoma*,ICD9CM-V32
19,36500,preglaucoma nos,ICD9CM-V32
19,36501,opn angl brderln lo risk,ICD9CM-V32
19,36502,anatomical narrow angle,ICD9CM-V32
19,36503,steroid responders,ICD9CM-V32
19,36504,ocular hypertension,ICD9CM-V32
19,36505,opn ang w brdrlne hi rsk,ICD9CM-V32
19,36506,prim angle clos w/o dmg,ICD9CM-V32
19,3651,open-angle glaucoma*,ICD9CM-V32
19,36510,open-angle glaucoma nos,ICD9CM-V32
19,36511,prim open angle glaucoma,ICD9CM-V32
19,36512,low tension glaucoma,ICD9CM-V32
19,36513,pigmentary glaucoma,ICD9CM-V32
19,36514,glaucoma of childhood,ICD9CM-V32
19,36515,residual opn ang glaucma,ICD9CM-V32
19,3652,prim angl-closure glauc*,ICD9CM-V32
19,36520,prim angl-clos glauc nos,ICD9CM-V32
19,36521,intermit angl-clos glauc,ICD9CM-V32
19,36522,acute angl-clos glaucoma,ICD9CM-V32
19,36523,chr angle-clos glaucoma,ICD9CM-V32
19,36524,residual angl-clos glauc,ICD9CM-V32
19,3653,steroid-induced glaucoma*,ICD9CM-V32
19,36531,glauc stage-ster induced,ICD9CM-V32
19,36532,glauc resid-ster induced,ICD9CM-V32
19,3654,glaucom w congen anomaly*,ICD9CM-V32
19,36541,glauc w chamb angle anom,ICD9CM-V32
19,36542,glaucoma w iris anomaly,ICD9CM-V32
19,36543,glauc w ant seg anom nec,ICD9CM-V32
19,36544,glaucoma w systemic synd,ICD9CM-V32
19,3655,glaucoma w lens disorder*,ICD9CM-V32
19,36551,phacolytic glaucoma,ICD9CM-V32
19,36552,pseudoexfoliat glaucoma,ICD9CM-V32
19,36559,glaucoma w lens dis nec,ICD9CM-V32
19,3656,glauc w ocular dis nec*,ICD9CM-V32
19,36560,glauc w ocular dis nos,ICD9CM-V32
19,36561,glauc w pupillary block,ICD9CM-V32
19,36562,glaucoma w ocular inflam,ICD9CM-V32
19,36563,glaucoma w vascular dis,ICD9CM-V32
19,36564,glaucoma w tumor or cyst,ICD9CM-V32
19,36565,glaucoma w ocular trauma,ICD9CM-V32
19,3657,*,ICD9CM-V32
19,36570,glaucoma stage nos,ICD9CM-V32
19,36571,mild stage glaucoma,ICD9CM-V32
19,36572,moderate stage glaucoma,ICD9CM-V32
19,36573,severe stage glaucoma,ICD9CM-V32
19,36574,indeterm stage glaucoma,ICD9CM-V32
19,3658,other glaucoma*,ICD9CM-V32
19,36581,hypersecretion glaucoma,ICD9CM-V32
19,36582,glauc w inc episcl press,ICD9CM-V32
19,36583,aqueous misdirection,ICD9CM-V32
19,36589,glaucoma nec,ICD9CM-V32
19,3659,glaucoma nos,ICD9CM-V32
19,366,cataract*,ICD9CM-V32
19,3660,nonsenile cataract*,ICD9CM-V32
19,36600,nonsenile cataract nos,ICD9CM-V32
19,36601,ant subcaps pol cataract,ICD9CM-V32
19,36602,post subcaps pol catarct,ICD9CM-V32
19,36603,cortical cataract,ICD9CM-V32
19,36604,nuclear cataract,ICD9CM-V32
19,36609,nonsenile cataract nec,ICD9CM-V32
19,3661,senile cataract*,ICD9CM-V32
19,36610,senile cataract nos,ICD9CM-V32
19,36611,pseudoexfol lens capsule,ICD9CM-V32
19,36612,incipient cataract,ICD9CM-V32
19,36613,ant subcaps senile catar,ICD9CM-V32
19,36614,post subcap senile catar,ICD9CM-V32
19,36615,cortical senile cataract,ICD9CM-V32
19,36616,senile nuclear cataract,ICD9CM-V32
19,36617,mature cataract,ICD9CM-V32
19,36618,hypermature cataract,ICD9CM-V32
19,36619,senile cataract nec,ICD9CM-V32
19,3662,traumatic cataract*,ICD9CM-V32
19,36620,traumatic cataract nos,ICD9CM-V32
19,36621,local traumatic opacity,ICD9CM-V32
19,36622,total traumatic cataract,ICD9CM-V32
19,36623,part resolv traum catar,ICD9CM-V32
19,3663,complicated cataract*,ICD9CM-V32
19,36630,cataracta complicata nos,ICD9CM-V32
19,36631,glaucomatous flecks,ICD9CM-V32
19,36632,cataract in inflam dis,ICD9CM-V32
19,36633,cataract w neovasculizat,ICD9CM-V32
19,36634,cataract in degen dis,ICD9CM-V32
19,3664,cataract w oth disorder*,ICD9CM-V32
19,36641,diabetic cataract,ICD9CM-V32
19,36642,tetanic cataract,ICD9CM-V32
19,36643,myotonic cataract,ICD9CM-V32
19,36644,cataract w syndrome nec,ICD9CM-V32
19,36645,toxic cataract,ICD9CM-V32
19,36646,cataract w radiation,ICD9CM-V32
19,3665,after-cataract*,ICD9CM-V32
19,36650,after-cataract nos,ICD9CM-V32
19,36651,soemmering's ring,ICD9CM-V32
19,36652,after-cataract nec,ICD9CM-V32
19,36653,aftr-catar obscur vision,ICD9CM-V32
19,3668,cataract nec,ICD9CM-V32
19,3669,cataract nos,ICD9CM-V32
19,367,disorders of refraction*,ICD9CM-V32
19,3670,hypermetropia,ICD9CM-V32
19,3671,myopia,ICD9CM-V32
19,3672,astigmatism*,ICD9CM-V32
19,36720,astigmatism nos,ICD9CM-V32
19,36721,regular astigmatism,ICD9CM-V32
19,36722,irregular astigmatism,ICD9CM-V32
19,3673,anisometrop/aniseikonia*,ICD9CM-V32
19,36731,anisometropia,ICD9CM-V32
19,36732,aniseikonia,ICD9CM-V32
19,3674,presbyopia,ICD9CM-V32
19,3675,accommodation disorders*,ICD9CM-V32
19,36751,paresis of accommodation,ICD9CM-V32
19,36752,tot intern ophthalmopleg,ICD9CM-V32
19,36753,spasm of accommodation,ICD9CM-V32
19,3678,refraction disorder nec*,ICD9CM-V32
19,36781,transient refract change,ICD9CM-V32
19,36789,refraction disorder nec,ICD9CM-V32
19,3679,refraction disorder nos,ICD9CM-V32
19,368,visual disturbances*,ICD9CM-V32
19,3680,amblyopia ex anopsia*,ICD9CM-V32
19,36800,amblyopia nos,ICD9CM-V32
19,36801,strabismic amblyopia,ICD9CM-V32
19,36802,deprivation amblyopia,ICD9CM-V32
19,36803,refractive amblyopia,ICD9CM-V32
19,3681,subjectve visual disturb*,ICD9CM-V32
19,36810,subj visual disturb nos,ICD9CM-V32
19,36811,sudden visual loss,ICD9CM-V32
19,36812,transient visual loss,ICD9CM-V32
19,36813,visual discomfort,ICD9CM-V32
19,36814,distortion of shape/size,ICD9CM-V32
19,36815,visual distortions nec,ICD9CM-V32
19,36816,psychophysic visual dist,ICD9CM-V32
19,3682,diplopia,ICD9CM-V32
19,3683,binocular vision dis nec*,ICD9CM-V32
19,36830,binocular vision dis nos,ICD9CM-V32
19,36831,binocular vis suppress,ICD9CM-V32
19,36832,visual percept w/o fusn,ICD9CM-V32
19,36833,fusion w def stereopsis,ICD9CM-V32
19,36834,abn retina correspond,ICD9CM-V32
19,3684,visual field defects*,ICD9CM-V32
19,36840,visual field defect nos,ICD9CM-V32
19,36841,central scotoma,ICD9CM-V32
19,36842,scotoma of blind spot,ICD9CM-V32
19,36843,sector or arcuate defect,ICD9CM-V32
19,36844,visual field defect nec,ICD9CM-V32
19,36845,gen visual contraction,ICD9CM-V32
19,36846,homonymous hemianopsia,ICD9CM-V32
19,36847,heteronymous hemianopsia,ICD9CM-V32
19,3685,color vision deficiency*,ICD9CM-V32
19,36851,protan defect,ICD9CM-V32
19,36852,deutan defect,ICD9CM-V32
19,36853,tritan defect,ICD9CM-V32
19,36854,achromatopsia,ICD9CM-V32
19,36855,acq color deficiency,ICD9CM-V32
19,36859,color deficiency nec,ICD9CM-V32
19,3686,night blindness*,ICD9CM-V32
19,36860,night blindness nos,ICD9CM-V32
19,36861,congen night blindness,ICD9CM-V32
19,36862,acquired night blindness,ICD9CM-V32
19,36863,abn dark adaptat curve,ICD9CM-V32
19,36869,night blindness nec,ICD9CM-V32
19,3688,visual disturbances nec,ICD9CM-V32
19,3689,visual disturbance nos,ICD9CM-V32
19,369,blindness and low vision*,ICD9CM-V32
19,3690,profound blind both eyes*,ICD9CM-V32
19,36900,both eyes blind-who def,ICD9CM-V32
19,36901,tot impairment-both eyes,ICD9CM-V32
19,36902,one eye-near tot/oth-nos,ICD9CM-V32
19,36903,one eye-near tot/oth-tot,ICD9CM-V32
19,36904,near-tot impair-both eye,ICD9CM-V32
19,36905,one eye-profound/oth-nos,ICD9CM-V32
19,36906,one eye-profound/oth-tot,ICD9CM-V32
19,36907,one eye-prfnd/oth-nr tot,ICD9CM-V32
19,36908,profound impair both eye,ICD9CM-V32
19,3691,mod/sev w profnd impair*,ICD9CM-V32
19,36910,blindness/low vision,ICD9CM-V32
19,36911,1 eye-sev/oth-blind nos,ICD9CM-V32
19,36912,one eye-severe/oth-total,ICD9CM-V32
19,36913,one eye-sev/oth-near tot,ICD9CM-V32
19,36914,one eye-sev/oth-prfnd,ICD9CM-V32
19,36915,one eye-mod/oth-blind,ICD9CM-V32
19,36916,one eye-moderate/oth-tot,ICD9CM-V32
19,36917,one eye-mod/oth-near tot,ICD9CM-V32
19,36918,one eye-mod/oth-profound,ICD9CM-V32
19,3692,mod/sev impair-both eyes*,ICD9CM-V32
19,36920,"low vision, 2 eyes nos",ICD9CM-V32
19,36921,one eye-severe/oth-nos,ICD9CM-V32
19,36922,severe impair-both eyes,ICD9CM-V32
19,36923,one eye-moderate/oth-nos,ICD9CM-V32
19,36924,one eye-moderate/oth-sev,ICD9CM-V32
19,36925,moderate impair-both eye,ICD9CM-V32
19,3693,"blindness nos, both eyes",ICD9CM-V32
19,3694,legal blindness-usa def,ICD9CM-V32
19,3696,profound impair-one eye*,ICD9CM-V32
19,36960,"blindness, one eye",ICD9CM-V32
19,36961,one eye-total/oth-unknwn,ICD9CM-V32
19,36962,one eye-tot/oth-near nor,ICD9CM-V32
19,36963,one eye-total/oth-normal,ICD9CM-V32
19,36964,one eye-near tot/oth-nos,ICD9CM-V32
19,36965,near-tot imp/near-normal,ICD9CM-V32
19,36966,near-total impair/normal,ICD9CM-V32
19,36967,one eye-prfound/oth-unkn,ICD9CM-V32
19,36968,profnd impair/near norm,ICD9CM-V32
19,36969,profound impair/normal,ICD9CM-V32
19,3697,"mod/severe impair, 1 eye*",ICD9CM-V32
19,36970,"low vision, one eye",ICD9CM-V32
19,36971,one eye-severe/oth-unknw,ICD9CM-V32
19,36972,one eye-sev/oth-nr norm,ICD9CM-V32
19,36973,one eye-severe/oth-norm,ICD9CM-V32
19,36974,one eye-mod/other-unknwn,ICD9CM-V32
19,36975,one eye-mod/oth-nr norm,ICD9CM-V32
19,36976,one eye-mod/oth normal,ICD9CM-V32
19,3698,"visual loss, one eye nos",ICD9CM-V32
19,3699,visual loss nos,ICD9CM-V32
19,370,keratitis*,ICD9CM-V32
19,3700,corneal ulcer*,ICD9CM-V32
19,37000,corneal ulcer nos,ICD9CM-V32
19,37001,marginal corneal ulcer,ICD9CM-V32
19,37002,ring corneal ulcer,ICD9CM-V32
19,37003,central corneal ulcer,ICD9CM-V32
19,37004,hypopyon ulcer,ICD9CM-V32
19,37005,mycotic corneal ulcer,ICD9CM-V32
19,37006,perforated corneal ulcer,ICD9CM-V32
19,37007,mooren's ulcer,ICD9CM-V32
19,3702,superficial keratitis*,ICD9CM-V32
19,37020,superfic keratitis nos,ICD9CM-V32
19,37021,punctate keratitis,ICD9CM-V32
19,37022,macular keratitis,ICD9CM-V32
19,37023,filamentary keratitis,ICD9CM-V32
19,37024,photokeratitis,ICD9CM-V32
19,3703,spec type keratoconjunct*,ICD9CM-V32
19,37031,phlycten keratoconjunct,ICD9CM-V32
19,37032,limbar keratoconjunctiv,ICD9CM-V32
19,37033,keratoconjunctivit sicca,ICD9CM-V32
19,37034,expsure keratoconjunctiv,ICD9CM-V32
19,37035,neurotroph keratoconjunc,ICD9CM-V32
19,3704,keratoconjunctiv nec/nos*,ICD9CM-V32
19,37040,keratoconjunctivitis nos,ICD9CM-V32
19,37044,keratitis in exanthema,ICD9CM-V32
19,37049,keratoconjunctivitis nec,ICD9CM-V32
19,3705,interstitial keratitis*,ICD9CM-V32
19,37050,interstit keratitis nos,ICD9CM-V32
19,37052,diffus interstit keratit,ICD9CM-V32
19,37054,sclerosing keratitis,ICD9CM-V32
19,37055,corneal abscess,ICD9CM-V32
19,37059,interstit keratitis nec,ICD9CM-V32
19,3706,corneal neovascularizat*,ICD9CM-V32
19,37060,cornea neovasculariz nos,ICD9CM-V32
19,37061,local vasculariza cornea,ICD9CM-V32
19,37062,corneal pannus,ICD9CM-V32
19,37063,deep vasculariza cornea,ICD9CM-V32
19,37064,corneal ghost vessels,ICD9CM-V32
19,3708,keratitis nec,ICD9CM-V32
19,3709,keratitis nos,ICD9CM-V32
19,371,corneal opacity/disorder*,ICD9CM-V32
19,3710,corneal scars/opacities*,ICD9CM-V32
19,37100,corneal opacity nos,ICD9CM-V32
19,37101,minor opacity of cornea,ICD9CM-V32
19,37102,periph opacity of cornea,ICD9CM-V32
19,37103,"central opacity, cornea",ICD9CM-V32
19,37104,adherent leucoma,ICD9CM-V32
19,37105,phthisical cornea,ICD9CM-V32
19,3711,corneal pigmentations*,ICD9CM-V32
19,37110,corneal deposit nos,ICD9CM-V32
19,37111,ant cornea pigmentation,ICD9CM-V32
19,37112,stromal cornea pigment,ICD9CM-V32
19,37113,post cornea pigmentation,ICD9CM-V32
19,37114,kayser-fleischer ring,ICD9CM-V32
19,37115,oth deposit w metab dis,ICD9CM-V32
19,37116,argentous cornea deposit,ICD9CM-V32
19,3712,corneal edema*,ICD9CM-V32
19,37120,corneal edema nos,ICD9CM-V32
19,37121,idiopathic corneal edema,ICD9CM-V32
19,37122,secondary corneal edema,ICD9CM-V32
19,37123,bullous keratopathy,ICD9CM-V32
19,37124,edema d/t contact lens,ICD9CM-V32
19,3713,corneal membrane changes*,ICD9CM-V32
19,37130,cornea memb change nos,ICD9CM-V32
19,37131,fold of bowman membrane,ICD9CM-V32
19,37132,fold in descemet membran,ICD9CM-V32
19,37133,rupture descemet membran,ICD9CM-V32
19,3714,corneal degenerations*,ICD9CM-V32
19,37140,corneal degeneration nos,ICD9CM-V32
19,37141,senile corneal changes,ICD9CM-V32
19,37142,recurrent cornea erosion,ICD9CM-V32
19,37143,band-shaped keratopathy,ICD9CM-V32
19,37144,calcer cornea degen nec,ICD9CM-V32
19,37145,keratomalacia nos,ICD9CM-V32
19,37146,nodular cornea degen,ICD9CM-V32
19,37148,peripheral cornea degen,ICD9CM-V32
19,37149,cornea degeneration nec,ICD9CM-V32
19,3715,hered cornea dystrophy*,ICD9CM-V32
19,37150,corneal dystrophy nos,ICD9CM-V32
19,37151,juv epith cornea dystrph,ICD9CM-V32
19,37152,ant cornea dystrophy nec,ICD9CM-V32
19,37153,granular cornea dystrphy,ICD9CM-V32
19,37154,lattice cornea dystrophy,ICD9CM-V32
19,37155,macular cornea dystrophy,ICD9CM-V32
19,37156,strom cornea dystrph nec,ICD9CM-V32
19,37157,endothel cornea dystrphy,ICD9CM-V32
19,37158,post cornea dystrphy nec,ICD9CM-V32
19,3716,keratoconus*,ICD9CM-V32
