disease_number,dx,description,icd_ver
6,237,uncer neo endocrine/nerv*,ICD9CM-V32
6,2370,unc behav neo pituitary,ICD9CM-V32
6,2371,unc behav neo pineal,ICD9CM-V32
6,2372,unc behav neo adrenal,ICD9CM-V32
6,2373,unc behav neo paragang,ICD9CM-V32
6,2374,uncer neo endocrine nec,ICD9CM-V32
6,2375,unc beh neo brain/spinal,ICD9CM-V32
6,2376,unc behav neo meninges,ICD9CM-V32
6,2377,neurofibromatosis*,ICD9CM-V32
6,23770,neurofibromatosis nos,ICD9CM-V32
6,23771,neurofibromatosis type i,ICD9CM-V32
6,23772,neurofibromatosis typ ii,ICD9CM-V32
6,23773,schwannomatosis,ICD9CM-V32
6,23779,neurofibromatosis nec,ICD9CM-V32
6,2379,unc beh neo nerv sys nec,ICD9CM-V32
6,238,unc behav neo nec/nos*,ICD9CM-V32
6,2380,unc behav neo bone,ICD9CM-V32
6,2381,unc behav neo soft tissu,ICD9CM-V32
6,2382,unc behav neo skin,ICD9CM-V32
6,2383,unc behav neo breast,ICD9CM-V32
6,2384,polycythemia vera,ICD9CM-V32
6,2385,mastocytoma nos,ICD9CM-V32
6,2386,plasmacytoma nos,ICD9CM-V32
6,2387,lymphoproliferat dis nos#,ICD9CM-V32
6,23871,essntial thrombocythemia,ICD9CM-V32
6,23872,low grde myelody syn les,ICD9CM-V32
6,23873,hi grde myelodys syn les,ICD9CM-V32
6,23874,myelodyspls syn w 5q del,ICD9CM-V32
6,23875,myelodysplastic synd nos,ICD9CM-V32
6,23876,myelofi w myelo metaplas,ICD9CM-V32
6,23877,post tp lymphprolif dis,ICD9CM-V32
6,23879,lymph/hematpoitc tis nec,ICD9CM-V32
6,2388,uncert behavior neo nec,ICD9CM-V32
6,2389,uncert behavior neo nos,ICD9CM-V32
7,240,"goiter, simple/nos*",ICD9CM-V32
7,2400,simple goiter,ICD9CM-V32
7,2409,goiter nos,ICD9CM-V32
7,241,nontoxic nodular goiter*,ICD9CM-V32
7,2410,nontox uninodular goiter,ICD9CM-V32
7,2411,nontox multinodul goiter,ICD9CM-V32
7,2419,nontox nodul goiter nos,ICD9CM-V32
7,242,thyrotoxicosis*,ICD9CM-V32
7,2420,toxic diffuse goiter*,ICD9CM-V32
7,24200,tox dif goiter no crisis,ICD9CM-V32
7,24201,tox dif goiter w crisis,ICD9CM-V32
7,2421,toxic uninodular goiter*,ICD9CM-V32
7,24210,tox uninod goit no cris,ICD9CM-V32
7,24211,tox uninod goit w crisis,ICD9CM-V32
7,2422,toxic multinodul goiter*,ICD9CM-V32
7,24220,tox multnod goit no cris,ICD9CM-V32
7,24221,tox multnod goit w cris,ICD9CM-V32
7,2423,toxic nodular goiter nos*,ICD9CM-V32
7,24230,tox nod goiter no crisis,ICD9CM-V32
7,24231,tox nod goiter w crisis,ICD9CM-V32
7,2424,thyrotox d/t ectop nodul*,ICD9CM-V32
7,24240,thyrotox-ect nod no cris,ICD9CM-V32
7,24241,thyrotox-ect nod w cris,ICD9CM-V32
7,2428,thyrotox spec origin nec*,ICD9CM-V32
7,24280,thyrtox orig nec no cris,ICD9CM-V32
7,24281,thyrotox orig nec w cris,ICD9CM-V32
7,2429,thyrotoxicosis nos*,ICD9CM-V32
7,24290,thyrotox nos no crisis,ICD9CM-V32
7,24291,thyrotox nos w crisis,ICD9CM-V32
7,243,congenital hypothyroidsm,ICD9CM-V32
7,244,acquired hypothyroidism*,ICD9CM-V32
7,2440,postsurgical hypothyroid,ICD9CM-V32
7,2441,postablat hypothyr nec,ICD9CM-V32
7,2442,iodine hypothyroidism,ICD9CM-V32
7,2443,iatrogen hypothyroid nec,ICD9CM-V32
7,2448,acquired hypothyroid nec,ICD9CM-V32
7,2449,hypothyroidism nos,ICD9CM-V32
7,245,thyroiditis*,ICD9CM-V32
7,2450,acute thyroiditis,ICD9CM-V32
7,2451,subacute thyroiditis,ICD9CM-V32
7,2452,chr lymphocyt thyroidit,ICD9CM-V32
7,2453,chr fibrous thyroiditis,ICD9CM-V32
7,2454,iatrogenic thyroiditis,ICD9CM-V32
7,2458,chr thyroiditis nec/nos,ICD9CM-V32
7,2459,thyroiditis nos,ICD9CM-V32
7,246,oth disorders of thyroid*,ICD9CM-V32
7,2460,dis thyrocalciton secret,ICD9CM-V32
7,2461,dyshormonogenic goiter,ICD9CM-V32
7,2462,cyst of thyroid,ICD9CM-V32
7,2463,hemorr/infarc thyroid,ICD9CM-V32
7,2468,disorders of thyroid nec,ICD9CM-V32
7,2469,disorder of thyroid nos,ICD9CM-V32
8,250,diabetes mellitus*,ICD9CM-V32
8,2500,diabetes mellitus uncomp*,ICD9CM-V32
8,25000,dmii wo cmp nt st uncntr,ICD9CM-V32
8,25001,dmi wo cmp nt st uncntrl,ICD9CM-V32
8,25002,dmii wo cmp uncntrld,ICD9CM-V32
8,25003,dmi wo cmp uncntrld,ICD9CM-V32
8,2501,diabetes w ketoacidosis*,ICD9CM-V32
8,25010,dmii keto nt st uncntrld,ICD9CM-V32
8,25011,dmi keto nt st uncntrld,ICD9CM-V32
8,25012,dmii ketoacd uncontrold,ICD9CM-V32
8,25013,dmi ketoacd uncontrold,ICD9CM-V32
8,2502,diab w hyperosmolar coma*,ICD9CM-V32
8,25020,dmii hprsm nt st uncntrl,ICD9CM-V32
8,25021,dmi hprsm nt st uncntrld,ICD9CM-V32
8,25022,dmii hprosmlr uncontrold,ICD9CM-V32
8,25023,dmi hprosmlr uncontrold,ICD9CM-V32
8,2503,diabetes with coma nec*,ICD9CM-V32
8,25030,dmii o cm nt st uncntrld,ICD9CM-V32
8,25031,dmi o cm nt st uncntrld,ICD9CM-V32
8,25032,dmii oth coma uncontrold,ICD9CM-V32
8,25033,dmi oth coma uncontrold,ICD9CM-V32
8,2504,diab w renal manifest*,ICD9CM-V32
8,25040,dmii renl nt st uncntrld,ICD9CM-V32
8,25041,dmi renl nt st uncntrld,ICD9CM-V32
8,25042,dmii renal uncntrld,ICD9CM-V32
8,25043,dmi renal uncntrld,ICD9CM-V32
8,2505,diab w ophthalmic manif*,ICD9CM-V32
8,25050,dmii ophth nt st uncntrl,ICD9CM-V32
8,25051,dmi ophth nt st uncntrld,ICD9CM-V32
8,25052,dmii ophth uncntrld,ICD9CM-V32
8,25053,dmi ophth uncntrld,ICD9CM-V32
8,2506,diab w neurologic manif*,ICD9CM-V32
8,25060,dmii neuro nt st uncntrl,ICD9CM-V32
8,25061,dmi neuro nt st uncntrld,ICD9CM-V32
8,25062,dmii neuro uncntrld,ICD9CM-V32
8,25063,dmi neuro uncntrld,ICD9CM-V32
8,2507,diabetes w circulat dis*,ICD9CM-V32
8,25070,dmii circ nt st uncntrld,ICD9CM-V32
8,25071,dmi circ nt st uncntrld,ICD9CM-V32
8,25072,dmii circ uncntrld,ICD9CM-V32
8,25073,dmi circ uncntrld,ICD9CM-V32
8,2508,diabetes w manifest nec*,ICD9CM-V32
8,25080,dmii oth nt st uncntrld,ICD9CM-V32
8,25081,dmi oth nt st uncntrld,ICD9CM-V32
8,25082,dmii oth uncntrld,ICD9CM-V32
8,25083,dmi oth uncntrld,ICD9CM-V32
8,2509,diabetes w complic nos*,ICD9CM-V32
8,25090,dmii unspf nt st uncntrl,ICD9CM-V32
8,25091,dmi unspf nt st uncntrld,ICD9CM-V32
8,25092,dmii unspf uncntrld,ICD9CM-V32
8,25093,dmi unspf uncntrld,ICD9CM-V32
8,251,oth pancreatic disorder*,ICD9CM-V32
8,2510,hypoglycemic coma,ICD9CM-V32
8,2511,oth spcf hypoglycemia,ICD9CM-V32
8,2512,hypoglycemia nos,ICD9CM-V32
8,2513,postsurg hypoinsulinemia,ICD9CM-V32
8,2514,abn secretion glucagon,ICD9CM-V32
8,2515,abnorm secretion gastrin,ICD9CM-V32
8,2518,pancreatic disorder nec,ICD9CM-V32
8,2519,pancreatic disorder nos,ICD9CM-V32
8,252,parathyroid disorder*,ICD9CM-V32
8,2520,hyperparathyroidism#,ICD9CM-V32
8,25200,hyperparathyroidism nos,ICD9CM-V32
8,25201,primary hyperparathyroid,ICD9CM-V32
8,25202,sec hyprprthyrd nonrenal,ICD9CM-V32
8,25208,hyperparathyroidism nec,ICD9CM-V32
8,2521,hypoparathyroidism,ICD9CM-V32
8,2528,parathyroid disorder nec,ICD9CM-V32
8,2529,parathyroid disorder nos,ICD9CM-V32
8,253,pituitary/hypothalm dis*,ICD9CM-V32
8,2530,acromegaly and gigantism,ICD9CM-V32
8,2531,ant pituit hyperfunc nec,ICD9CM-V32
8,2532,panhypopituitarism,ICD9CM-V32
8,2533,pituitary dwarfism,ICD9CM-V32
8,2534,anter pituitary dis nec,ICD9CM-V32
8,2535,diabetes insipidus,ICD9CM-V32
8,2536,neurohypophysis dis nec,ICD9CM-V32
8,2537,iatrogenic pituitary dis,ICD9CM-V32
8,2538,pituitary disorder nec,ICD9CM-V32
8,2539,pituitary disorder nos,ICD9CM-V32
8,254,diseases of thymus gland*,ICD9CM-V32
8,2540,persist hyperplas thymus,ICD9CM-V32
8,2541,abscess of thymus,ICD9CM-V32
8,2548,diseases of thymus nec,ICD9CM-V32
8,2549,disease of thymus nos,ICD9CM-V32
8,255,adrenal gland disorders*,ICD9CM-V32
8,2550,cushing's syndrome,ICD9CM-V32
8,2551,hyperaldosteronism#,ICD9CM-V32
8,25510,hyperaldosteronism nos,ICD9CM-V32
8,25511,glucrtcod-rem aldsternsm,ICD9CM-V32
8,25512,conn's syndrome,ICD9CM-V32
8,25513,bartter's syndrome,ICD9CM-V32
8,25514,secondry aldosternsm nec,ICD9CM-V32
8,2552,adrenogenital disorders,ICD9CM-V32
8,2553,corticoadren overact nec,ICD9CM-V32
8,2554,corticoadrenal insuffic#,ICD9CM-V32
8,25541,glucocorticoid deficient,ICD9CM-V32
8,25542,mineralcorticoid defcnt,ICD9CM-V32
8,2555,adrenal hypofunction nec,ICD9CM-V32
8,2556,medulloadrenal hyperfunc,ICD9CM-V32
8,2558,adrenal disorder nec,ICD9CM-V32
8,2559,adrenal disorder nos,ICD9CM-V32
8,256,ovarian dysfunction*,ICD9CM-V32
8,2560,hyperestrogenism,ICD9CM-V32
8,2561,ovarian hyperfunc nec,ICD9CM-V32
8,2562,postablativ ovarian fail,ICD9CM-V32
8,2563,ovarian failure nec*,ICD9CM-V32
8,25631,premature menopause,ICD9CM-V32
8,25639,ovarian failure nec,ICD9CM-V32
8,2564,polycystic ovaries,ICD9CM-V32
8,2568,ovarian dysfunction nec,ICD9CM-V32
8,2569,ovarian dysfunction nos,ICD9CM-V32
8,257,testicular dysfunction*,ICD9CM-V32
8,2570,testicular hyperfunction,ICD9CM-V32
8,2571,postablat testic hypofun,ICD9CM-V32
8,2572,testicular hypofunc nec,ICD9CM-V32
8,2578,testicular dysfunct nec,ICD9CM-V32
8,2579,testicular dysfunct nos,ICD9CM-V32
8,258,polyglandular dysfunct*,ICD9CM-V32
8,2580,wermer's syndrome#,ICD9CM-V32
8,25801,mult endo neoplas type i,ICD9CM-V32
8,25802,mult endo neop type iia,ICD9CM-V32
8,25803,mult endo neop type iib,ICD9CM-V32
8,2581,comb endocr dysfunct nec,ICD9CM-V32
8,2588,polyglandul dysfunc nec,ICD9CM-V32
8,2589,polyglandul dysfunc nos,ICD9CM-V32
8,259,oth endorine disorders*,ICD9CM-V32
8,2590,delay sexual develop nec,ICD9CM-V32
8,2591,sexual precocity nec,ICD9CM-V32
8,2592,carcinoid syndrome,ICD9CM-V32
8,2593,ectopic hormone secr nec,ICD9CM-V32
8,2594,dwarfism nec,ICD9CM-V32
8,2595,androgen insensitvty syn#,ICD9CM-V32
8,25950,androgen insensitvty nos,ICD9CM-V32
8,25951,androgen insensitvty syn,ICD9CM-V32
8,25952,part androgen insnsitvty,ICD9CM-V32
8,2598,endocrine disorders nec,ICD9CM-V32
8,2599,endocrine disorder nos,ICD9CM-V32
9,270,dis amin-acid metabolism*,ICD9CM-V32
9,2700,amino-acid transport dis,ICD9CM-V32
9,2701,phenylketonuria - pku,ICD9CM-V32
9,2702,arom amin-acid metab nec,ICD9CM-V32
9,2703,bran-chain amin-acid dis,ICD9CM-V32
9,2704,sulph amino-acid met dis,ICD9CM-V32
9,2705,dis histidine metabolism,ICD9CM-V32
9,2706,dis urea cycle metabol,ICD9CM-V32
9,2707,straig amin-acid met nec,ICD9CM-V32
9,2708,dis amino-acid metab nec,ICD9CM-V32
9,2709,dis amino-acid metab nos,ICD9CM-V32
9,271,dis carbohydrate metabol*,ICD9CM-V32
9,2710,glycogenosis,ICD9CM-V32
9,2711,galactosemia,ICD9CM-V32
9,2712,hered fructose intoleran,ICD9CM-V32
9,2713,disaccharidase def/malab,ICD9CM-V32
9,2714,renal glycosuria,ICD9CM-V32
9,2718,dis carbohydr metab nec,ICD9CM-V32
9,2719,dis carbohydr metab nos,ICD9CM-V32
9,272,dis of lipoid metabolism*,ICD9CM-V32
9,2720,pure hypercholesterolem,ICD9CM-V32
9,2721,pure hyperglyceridemia,ICD9CM-V32
9,2722,mixed hyperlipidemia,ICD9CM-V32
9,2723,hyperchylomicronemia,ICD9CM-V32
9,2724,hyperlipidemia nec/nos,ICD9CM-V32
9,2725,lipoprotein deficiencies,ICD9CM-V32
9,2726,lipodystrophy,ICD9CM-V32
9,2727,lipidoses,ICD9CM-V32
9,2728,lipoid metabol dis nec,ICD9CM-V32
9,2729,lipoid metabol dis nos,ICD9CM-V32
9,273,dis plasma protein metab*,ICD9CM-V32
9,2730,polyclon hypergammaglobu,ICD9CM-V32
9,2731,monoclon paraproteinemia,ICD9CM-V32
9,2732,paraproteinemia nec,ICD9CM-V32
9,2733,macroglobulinemia,ICD9CM-V32
9,2734,alpha-1-antitrypsin def,ICD9CM-V32
9,2738,dis plas protein met nec,ICD9CM-V32
9,2739,dis plas protein met nos,ICD9CM-V32
9,274,gout*,ICD9CM-V32
9,2740,gouty arthropathy#,ICD9CM-V32
9,27400,gouty arthropathy nos,ICD9CM-V32
9,27401,acute gouty arthropathy,ICD9CM-V32
9,27402,chr gouty atrph wo tophi,ICD9CM-V32
9,27403,chr gouty atroph w tophi,ICD9CM-V32
9,2741,gouty nephropathy*,ICD9CM-V32
9,27410,gouty nephropathy nos,ICD9CM-V32
9,27411,uric acid nephrolithias,ICD9CM-V32
9,27419,gouty nephropathy nec,ICD9CM-V32
9,2748,gout w oth manifestation*,ICD9CM-V32
9,27481,gouty tophi of ear,ICD9CM-V32
9,27482,gouty tophi site nec,ICD9CM-V32
9,27489,gout w manifestation nec,ICD9CM-V32
9,2749,gout nos,ICD9CM-V32
9,275,dis mineral metabolism*,ICD9CM-V32
9,2750,dis iron metabolism#,ICD9CM-V32
9,27501,heredit hemochromatosis,ICD9CM-V32
9,27502,hemochromatos-rbc trans,ICD9CM-V32
9,27503,hemochromatosis nec,ICD9CM-V32
9,27509,disord iron metablsm nec,ICD9CM-V32
9,2751,dis copper metabolism,ICD9CM-V32
9,2752,dis magnesium metabolism,ICD9CM-V32
9,2753,dis phosphorus metabol,ICD9CM-V32
9,2754,dis calcium metabolism*,ICD9CM-V32
9,27540,dis calcium metablsm nos,ICD9CM-V32
9,27541,hypocalcemia,ICD9CM-V32
9,27542,hypercalcemia,ICD9CM-V32
9,27549,dis calcium metablsm nec,ICD9CM-V32
9,2755,hungry bone syndrome,ICD9CM-V32
9,2758,dis mineral metabol nec,ICD9CM-V32
9,2759,dis mineral metabol nos,ICD9CM-V32
9,276,fluid/electrolyte dis*,ICD9CM-V32
9,2760,hyperosmolality,ICD9CM-V32
9,2761,hyposmolality,ICD9CM-V32
9,2762,acidosis,ICD9CM-V32
9,2763,alkalosis,ICD9CM-V32
9,2764,mixed acid-base bal dis,ICD9CM-V32
9,2765,hypovolemia#,ICD9CM-V32
9,27650,volume depletion nos,ICD9CM-V32
9,27651,dehydration,ICD9CM-V32
9,27652,hypovolemia,ICD9CM-V32
9,2766,fluid overload#,ICD9CM-V32
9,27661,transfsn w circ overload,ICD9CM-V32
9,27669,fluid overload nec,ICD9CM-V32
9,2767,hyperpotassemia,ICD9CM-V32
9,2768,hypopotassemia,ICD9CM-V32
9,2769,electrolyt/fluid dis nec,ICD9CM-V32
9,277,metabolism dis nec/nos*,ICD9CM-V32
9,2770,cystic fibrosis*,ICD9CM-V32
9,27700,cystic fibros w/o ileus,ICD9CM-V32
9,27701,cystic fibrosis w ileus,ICD9CM-V32
9,27702,cystic fibros w pul man,ICD9CM-V32
9,27703,cystic fibrosis w gi man,ICD9CM-V32
9,27709,cystic fibrosis nec,ICD9CM-V32
9,2771,dis porphyrin metabolism,ICD9CM-V32
9,2772,purine/pyrimid dis nec,ICD9CM-V32
9,2773,amyloidosis#,ICD9CM-V32
9,27730,amyloidosis nos,ICD9CM-V32
9,27731,fam mediterranean fever,ICD9CM-V32
9,27739,amyloidosis nec,ICD9CM-V32
9,2774,dis bilirubin excretion,ICD9CM-V32
9,2775,mucopolysaccharidosis,ICD9CM-V32
9,2776,defic circul enzyme nec,ICD9CM-V32
9,2777,dysmetabolic syndrome x,ICD9CM-V32
9,2778,metabolism disorder nec#,ICD9CM-V32
9,27781,primary carnitine defncy,ICD9CM-V32
9,27782,crnitne def d/t nb met,ICD9CM-V32
9,27783,iatrogenic carnitine def,ICD9CM-V32
9,27784,sec carnitine defncy nec,ICD9CM-V32
9,27785,disorders acid oxidation,ICD9CM-V32
9,27786,peroxisomal disorders,ICD9CM-V32
9,27787,dis mitochondrial metab,ICD9CM-V32
9,27788,tumor lysis syndrome,ICD9CM-V32
9,27789,metabolism disorder nec,ICD9CM-V32
9,2779,metabolism disorder nos,ICD9CM-V32
9,278,obesity/hyperaliment*,ICD9CM-V32
9,2780,obesity*,ICD9CM-V32
9,27800,obesity nos,ICD9CM-V32
9,27801,morbid obesity,ICD9CM-V32
9,27802,overweight,ICD9CM-V32
9,27803,obesity hypovent synd,ICD9CM-V32
9,2781,localized adiposity,ICD9CM-V32
9,2782,hypervitaminosis a,ICD9CM-V32
9,2783,hypercarotinemia,ICD9CM-V32
9,2784,hypervitaminosis d,ICD9CM-V32
9,2788,other hyperalimentation,ICD9CM-V32
9,279,dis immune mechanism*,ICD9CM-V32
9,2790,defic humoral immunity*,ICD9CM-V32
9,27900,hypogammaglobulinem nos,ICD9CM-V32
9,27901,selective iga immunodef,ICD9CM-V32
9,27902,selective igm immunodef,ICD9CM-V32
9,27903,selective ig defic nec,ICD9CM-V32
9,27904,cong hypogammaglobulinem,ICD9CM-V32
9,27905,immunodefic w hyper-igm,ICD9CM-V32
9,27906,common variabl immunodef,ICD9CM-V32
9,27909,humoral immunity def nec,ICD9CM-V32
9,2791,defic cellular immunity*,ICD9CM-V32
9,27910,immundef t-cell def nos,ICD9CM-V32
9,27911,digeorge's syndrome,ICD9CM-V32
9,27912,wiskott-aldrich syndrome,ICD9CM-V32
9,27913,nezelof's syndrome,ICD9CM-V32
9,27919,defic cell immunity nos,ICD9CM-V32
9,2792,combined immunity defic,ICD9CM-V32
9,2793,immunity deficiency nos,ICD9CM-V32
9,2794,autoimmune disease nec#,ICD9CM-V32
9,27941,autoimmun lymphprof synd,ICD9CM-V32
9,27949,autoimmune disease nec,ICD9CM-V32
9,2795,*,ICD9CM-V32
9,27950,graft-versus-host nos,ICD9CM-V32
9,27951,ac graft-versus-host dis,ICD9CM-V32
9,27952,chronc graft-vs-host dis,ICD9CM-V32
9,27953,ac on chrn grft-vs-host,ICD9CM-V32
9,2798,immune mechanism dis nec,ICD9CM-V32
9,2799,immune mechanism dis nos,ICD9CM-V32
10,285,anemia nec/nos*,ICD9CM-V32
10,2850,sideroblastic anemia,ICD9CM-V32
10,2851,ac posthemorrhag anemia,ICD9CM-V32
10,2852,*,ICD9CM-V32
10,28521,anemia in chr kidney dis,ICD9CM-V32
10,28522,anemia in neoplastic dis,ICD9CM-V32
10,28529,anemia-other chronic dis,ICD9CM-V32
10,2853,anemia d/t antineo chemo,ICD9CM-V32
10,2858,anemia nec,ICD9CM-V32
10,2859,anemia nos,ICD9CM-V32
11,287,purpura & oth hemor cond*,ICD9CM-V32
11,2870,allergic purpura,ICD9CM-V32
11,2871,thrombocytopathy,ICD9CM-V32
11,2872,purpura nos,ICD9CM-V32
11,2873,primary thrombocytopenia#,ICD9CM-V32
11,28730,prim thrombocytopen nos,ICD9CM-V32
11,28731,immune thrombocyt purpra,ICD9CM-V32
11,28732,evans' syndrome,ICD9CM-V32
11,28733,cong/herid thromb purpra,ICD9CM-V32
11,28739,prim thrombocytopen nec,ICD9CM-V32
11,2874,second thrombocytopenia#,ICD9CM-V32
11,28741,posttransfusion purpura,ICD9CM-V32
11,28749,sec thrombocytpenia nec,ICD9CM-V32
11,2875,thrombocytopenia nos,ICD9CM-V32
11,2878,hemorrhagic cond nec,ICD9CM-V32
11,2879,hemorrhagic cond nos,ICD9CM-V32
12,288,wbc disorders*,ICD9CM-V32
12,2880,agranulocytosis#,ICD9CM-V32
12,28800,neutropenia nos,ICD9CM-V32
12,28801,congenital neutropenia,ICD9CM-V32
12,28802,cyclic neutropenia,ICD9CM-V32
12,28803,drug induced neutropenia,ICD9CM-V32
12,28804,neutropenia d/t infectn,ICD9CM-V32
12,28809,neutropenia nec,ICD9CM-V32
12,2881,function dis neutrophils,ICD9CM-V32
12,2882,genetic anomaly leukocyt,ICD9CM-V32
12,2883,eosinophilia,ICD9CM-V32
12,2884,hemophagocytic syndromes,ICD9CM-V32
12,2885,*,ICD9CM-V32
12,28850,leukocytopenia nos,ICD9CM-V32
12,28851,lymphocytopenia,ICD9CM-V32
12,28859,decreased wbc count nec,ICD9CM-V32
12,2886,*,ICD9CM-V32
12,28860,leukocytosis nos,ICD9CM-V32
12,28861,lymphocytosis-symptomatc,ICD9CM-V32
12,28862,leukemoid reaction,ICD9CM-V32
12,28863,monocytosis-symptomatic,ICD9CM-V32
12,28864,plasmacytosis,ICD9CM-V32
12,28865,basophilia,ICD9CM-V32
12,28866,bandemia,ICD9CM-V32
12,28869,elevated wbc count nec,ICD9CM-V32
12,2888,wbc disease nec,ICD9CM-V32
12,2889,wbc disease nos,ICD9CM-V32
13,290,senile/presenile psychos*,ICD9CM-V32
13,2900,senile dementia uncomp,ICD9CM-V32
13,2901,presenile dementia*,ICD9CM-V32
13,29010,presenile dementia,ICD9CM-V32
13,29011,presenile delirium,ICD9CM-V32
13,29012,presenile delusion,ICD9CM-V32
13,29013,presenile depression,ICD9CM-V32
13,2902,senile delusion/depress*,ICD9CM-V32
13,29020,senile delusion,ICD9CM-V32
13,29021,senile depressive,ICD9CM-V32
13,2903,senile delirium,ICD9CM-V32
13,2904,arteriosclerot dementia*,ICD9CM-V32
13,29040,"vascular dementia,uncomp",ICD9CM-V32
13,29041,vasc dementia w delirium,ICD9CM-V32
13,29042,vasc dementia w delusion,ICD9CM-V32
13,29043,vasc dementia w depressn,ICD9CM-V32
13,2908,senile psychosis nec,ICD9CM-V32
13,2909,senile psychot cond nos,ICD9CM-V32
13,291,alcoholic psychoses*,ICD9CM-V32
13,2910,delirium tremens,ICD9CM-V32
13,2911,alcohol amnestic disordr,ICD9CM-V32
13,2912,alcohol persist dementia,ICD9CM-V32
13,2913,alcoh psy dis w hallucin,ICD9CM-V32
13,2914,pathologic alcohol intox,ICD9CM-V32
13,2915,alcoh psych dis w delus,ICD9CM-V32
13,2918,alcoholic psychosis nec*,ICD9CM-V32
13,29181,alcohol withdrawal,ICD9CM-V32
13,29182,alcoh induce sleep disor,ICD9CM-V32
13,29189,alcohol mental disor nec,ICD9CM-V32
13,2919,alcohol mental disor nos,ICD9CM-V32
13,292,drug psychoses*,ICD9CM-V32
13,2920,drug withdrawal,ICD9CM-V32
13,2921,drug paranoid/hallucinos*,ICD9CM-V32
13,29211,drug psych disor w delus,ICD9CM-V32
13,29212,drug psy dis w hallucin,ICD9CM-V32
13,2922,pathologic drug intox,ICD9CM-V32
13,2928,other drug mental dis*,ICD9CM-V32
13,29281,drug-induced delirium,ICD9CM-V32
13,29282,drug persisting dementia,ICD9CM-V32
13,29283,drug persist amnestc dis,ICD9CM-V32
13,29284,drug-induced mood disord,ICD9CM-V32
13,29285,drug induced sleep disor,ICD9CM-V32
13,29289,drug mental disorder nec,ICD9CM-V32
13,2929,drug mental disorder nos,ICD9CM-V32
13,293,transient org mental dis*,ICD9CM-V32
13,2930,delirium d/t other cond,ICD9CM-V32
13,2931,subacute delirium,ICD9CM-V32
13,2938,oth transient org mental*,ICD9CM-V32
13,29381,psy dis w delus oth dis,ICD9CM-V32
13,29382,psy dis w halluc oth dis,ICD9CM-V32
13,29383,mood disorder other dis,ICD9CM-V32
13,29384,anxiety disorder oth dis,ICD9CM-V32
13,29389,transient mental dis nec,ICD9CM-V32
13,2939,transient mental dis nos,ICD9CM-V32
13,294,other organic psych cond*,ICD9CM-V32
13,2940,amnestic disord oth dis,ICD9CM-V32
13,2941,dementia in oth diseases*,ICD9CM-V32
13,29410,dementia w/o behav dist,ICD9CM-V32
13,29411,dementia w behavior dist,ICD9CM-V32
13,2942,*,ICD9CM-V32
13,29420,demen nos w/o behv dstrb,ICD9CM-V32
13,29421,demen nos w behav distrb,ICD9CM-V32
13,2948,mental disor nec oth dis,ICD9CM-V32
13,2949,mental disor nos oth dis,ICD9CM-V32
14,295,schizophrenic disorders*,ICD9CM-V32
14,2950,simple schizophrenia*,ICD9CM-V32
14,29500,simpl schizophren-unspec,ICD9CM-V32
14,29501,simpl schizophren-subchr,ICD9CM-V32
14,29502,simple schizophren-chr,ICD9CM-V32
14,29503,simp schiz-subchr/exacer,ICD9CM-V32
14,29504,simpl schizo-chr/exacerb,ICD9CM-V32
14,29505,simpl schizophren-remiss,ICD9CM-V32
14,2951,hebephrenia*,ICD9CM-V32
14,29510,hebephrenia-unspec,ICD9CM-V32
14,29511,hebephrenia-subchronic,ICD9CM-V32
14,29512,hebephrenia-chronic,ICD9CM-V32
14,29513,hebephren-subchr/exacerb,ICD9CM-V32
14,29514,hebephrenia-chr/exacerb,ICD9CM-V32
14,29515,hebephrenia-remission,ICD9CM-V32
14,2952,catatonic schizophrenia*,ICD9CM-V32
14,29520,catatonia-unspec,ICD9CM-V32
14,29521,catatonia-subchronic,ICD9CM-V32
14,29522,catatonia-chronic,ICD9CM-V32
14,29523,catatonia-subchr/exacerb,ICD9CM-V32
14,29524,catatonia-chr/exacerb,ICD9CM-V32
14,29525,catatonia-remission,ICD9CM-V32
14,2953,paranoid schizophrenia*,ICD9CM-V32
14,29530,paranoid schizo-unspec,ICD9CM-V32
14,29531,paranoid schizo-subchr,ICD9CM-V32
14,29532,paranoid schizo-chronic,ICD9CM-V32
14,29533,paran schizo-subchr/exac,ICD9CM-V32
14,29534,paran schizo-chr/exacerb,ICD9CM-V32
14,29535,paranoid schizo-remiss,ICD9CM-V32
14,2954,ac schizophrenic episode*,ICD9CM-V32
14,29540,schizophreniform dis nos,ICD9CM-V32
14,29541,schizophrenic dis-subchr,ICD9CM-V32
14,29542,schizophren dis-chronic,ICD9CM-V32
14,29543,schizo dis-subchr/exacer,ICD9CM-V32
14,29544,schizophr dis-chr/exacer,ICD9CM-V32
14,29545,schizophrenic dis-remiss,ICD9CM-V32
14,2955,latent schizophrenia*,ICD9CM-V32
14,29550,latent schizophren-unsp,ICD9CM-V32
14,29551,lat schizophren-subchr,ICD9CM-V32
